,0,1,2,3,4,5
2370,21337,9389,Xbox Series S Console,Seattle Warehouse,482,2025-06-21 04:00:00
2371,20963,8572,Surface Go 3,Seattle Warehouse,383,2025-09-05 12:00:00
2372,29525,2408,Surface Laptop 5,San Francisco Data Center,427,2025-09-29 13:00:00
2373,26117,7390,Microsoft HoloLens 2,NYC Warehouse,205,2025-10-05 07:00:00
2374,21139,3553,Surface Headphones 2,Atlanta Distribution Hub,499,2025-06-15 01:00:00
2375,27260,3908,Azure Firewall Appliance,NYC Warehouse,434,2025-08-18 19:00:00
2376,22228,1352,Xbox Series S Console,Houston Warehouse,494,2025-07-04 09:00:00
2377,21265,7964,Azure GPU Node,Dallas Data Center,339,2025-06-02 13:00:00
2378,29028,2524,Surface Headphones 2,Chicago Warehouse,13,2025-08-27 03:00:00
2379,23887,7174,Xbox Wireless Controller,Seattle Warehouse,346,2025-05-17 01:00:00
2380,26971,6920,Microsoft Audio Dock,LA Warehouse,92,2025-11-17 20:00:00
2381,21634,8230,Surface Laptop 5,San Francisco Data Center,364,2025-10-01 12:00:00
2382,25644,4760,Xbox Elite Controller,Houston Warehouse,312,2025-11-16 09:00:00
2383,20548,9157,Surface Go 3,San Francisco Data Center,357,2025-10-10 03:00:00
2384,27698,8467,Azure Storage Array,LA Warehouse,382,2025-05-10 15:00:00
2385,21850,4839,Surface Pro 9,Dallas Data Center,132,2025-11-11 10:00:00
2386,24469,9729,Surface Go 3,Chicago Warehouse,467,2025-06-12 11:00:00
2387,21481,6277,Azure Storage Array,San Francisco Data Center,344,2025-10-05 00:00:00
2388,23485,2175,Azure Rack Server,Atlanta Distribution Hub,34,2025-06-20 09:00:00
2389,29459,7034,Azure Network Switch,Atlanta Distribution Hub,167,2025-06-29 06:00:00
2390,29784,4506,Microsoft HoloLens 2,Atlanta Distribution Hub,62,2025-07-18 02:00:00
2391,21397,1454,Surface Headphones 2,Atlanta Distribution Hub,8,2025-10-18 14:00:00
2392,27293,4172,Surface Docking Station,Atlanta Distribution Hub,229,2025-05-27 04:00:00
2393,26534,5987,Xbox Elite Controller,Houston Warehouse,263,2025-06-07 22:00:00
2394,23495,4477,Surface Pen,NYC Warehouse,303,2025-11-22 21:00:00
2395,26408,9933,Surface Go 3,Seattle Warehouse,344,2025-09-30 17:00:00
2396,26115,9179,Surface Docking Station,Houston Warehouse,151,2025-09-17 03:00:00
2397,20526,2060,Azure Firewall Appliance,Seattle Warehouse,224,2025-11-19 10:00:00
2398,23739,4005,Xbox Series S Console,San Francisco Data Center,369,2025-06-11 01:00:00
2399,27658,5107,Surface Go 3,Houston Warehouse,467,2025-06-04 20:00:00
2400,24947,2787,Azure Network Switch,Houston Warehouse,381,2025-06-04 16:00:00
2401,24233,7073,Surface Pro 9,Atlanta Distribution Hub,390,2025-10-26 05:00:00
2402,21277,5740,Surface Duo 2,NYC Warehouse,143,2025-10-13 00:00:00
2403,29312,1091,Azure GPU Node,San Francisco Data Center,458,2025-05-27 06:00:00
2404,24598,4357,Microsoft HoloLens 2,Seattle Warehouse,255,2025-07-15 21:00:00
2405,27830,2432,Azure Firewall Appliance,Houston Warehouse,459,2025-10-20 06:00:00
2406,22480,8433,Data Center Cooling Unit,Seattle Warehouse,367,2025-08-24 22:00:00
2407,20272,1188,Azure GPU Node,Houston Warehouse,444,2025-08-23 09:00:00
2408,24249,4136,Microsoft Modern Webcam,Chicago Warehouse,84,2025-10-21 18:00:00
2409,29498,2849,Surface Docking Station,LA Warehouse,59,2025-05-04 10:00:00
2410,25167,7157,Azure GPU Node,Dallas Data Center,319,2025-09-04 03:00:00
2411,25552,8154,Azure Rack Server,Chicago Warehouse,326,2025-10-29 10:00:00
2412,24973,8068,Surface Headphones 2,San Francisco Data Center,449,2025-05-17 06:00:00
2413,26784,2835,Xbox Elite Controller,Dallas Data Center,246,2025-09-24 10:00:00
2414,26899,1275,Surface Headphones 2,Seattle Warehouse,107,2025-07-31 17:00:00
2415,23517,9947,Azure Storage Array,NYC Warehouse,254,2025-05-28 14:00:00
2416,23172,8264,Xbox Series S Console,Chicago Warehouse,438,2025-05-27 07:00:00
2417,23449,3293,Surface Laptop 5,Atlanta Distribution Hub,256,2025-05-14 09:00:00
2418,26442,5981,Xbox Series X Console,Seattle Warehouse,70,2025-06-07 18:00:00
2419,27772,5900,Data Center Cooling Unit,Dallas Data Center,433,2025-09-02 07:00:00
2420,21924,8325,Azure Network Switch,Chicago Warehouse,290,2025-07-15 23:00:00
2421,23725,7062,Xbox Series X Console,Dallas Data Center,480,2025-07-03 15:00:00
2422,24927,6646,Xbox Series X Console,Houston Warehouse,94,2025-11-23 13:00:00
2423,25282,4463,Microsoft HoloLens 2,Chicago Warehouse,331,2025-05-25 20:00:00
2424,21239,4099,Azure GPU Node,Seattle Warehouse,298,2025-11-18 21:00:00
2425,23866,6371,Xbox Series S Console,Dallas Data Center,479,2025-06-10 11:00:00
2426,26476,2399,Surface Headphones 2,LA Warehouse,183,2025-09-15 18:00:00
2427,23790,2797,Surface Duo 2,Seattle Warehouse,484,2025-05-18 01:00:00
2428,23964,2685,Surface Pro 9,Atlanta Distribution Hub,200,2025-07-28 16:00:00
2429,25373,5009,Microsoft Audio Dock,San Francisco Data Center,327,2025-06-17 22:00:00
2430,22073,6502,Microsoft HoloLens 2,Dallas Data Center,380,2025-08-20 15:00:00
2431,24419,8672,Surface Pen,LA Warehouse,144,2025-09-28 04:00:00
2432,21027,1432,Azure GPU Node,LA Warehouse,103,2025-07-08 08:00:00
2433,21475,2019,Xbox Series X Console,Seattle Warehouse,309,2025-06-30 11:00:00
2434,22814,6267,Microsoft HoloLens 2,San Francisco Data Center,30,2025-08-08 15:00:00
2435,26419,3097,Microsoft Modern Webcam,LA Warehouse,63,2025-05-18 20:00:00
2436,25079,1413,Data Center Cooling Unit,Chicago Warehouse,15,2025-09-30 03:00:00
2437,23552,9916,Microsoft HoloLens 2,Chicago Warehouse,458,2025-08-07 15:00:00
2438,22997,2359,Surface Pro 9,Seattle Warehouse,229,2025-08-31 06:00:00
2439,24342,2282,Azure Rack Server,Seattle Warehouse,269,2025-07-01 10:00:00
2440,25725,6362,Data Center Cooling Unit,Dallas Data Center,261,2025-08-04 13:00:00
2441,22748,3910,Xbox Series S Console,San Francisco Data Center,136,2025-10-19 16:00:00
2442,22390,9458,Azure Rack Server,LA Warehouse,480,2025-09-26 04:00:00
2443,24353,9171,Xbox Elite Controller,Atlanta Distribution Hub,252,2025-10-16 01:00:00
2444,28824,7714,Surface Go 3,Seattle Warehouse,77,2025-10-23 15:00:00
2445,21485,2197,Surface Go 3,Dallas Data Center,439,2025-08-26 16:00:00
2446,28525,4599,Surface Headphones 2,San Francisco Data Center,500,2025-07-04 20:00:00
2447,26144,8934,Surface Docking Station,Seattle Warehouse,400,2025-08-28 13:00:00
2448,28107,3092,Azure GPU Node,Atlanta Distribution Hub,376,2025-05-31 19:00:00
2449,25216,4891,Surface Pen,Houston Warehouse,445,2025-08-23 11:00:00
2450,22416,9714,Microsoft HoloLens 2,LA Warehouse,401,2025-08-21 02:00:00
2451,26454,2907,Data Center Cooling Unit,Houston Warehouse,255,2025-06-30 15:00:00
2452,21724,2867,Azure Network Switch,Seattle Warehouse,365,2025-08-26 09:00:00
2453,29769,1588,Surface Pen,NYC Warehouse,126,2025-09-15 08:00:00
2454,25453,2699,Surface Docking Station,Dallas Data Center,346,2025-08-22 00:00:00
2455,26248,4811,Surface Pro 9,LA Warehouse,483,2025-06-01 10:00:00
2456,22242,7194,Microsoft Modern Webcam,Atlanta Distribution Hub,211,2025-07-15 11:00:00
2457,24468,6132,Microsoft Audio Dock,Dallas Data Center,161,2025-09-19 13:00:00
2458,23228,9207,Azure Network Switch,Dallas Data Center,92,2025-07-11 18:00:00
2459,20930,2213,Xbox Series X Console,Dallas Data Center,459,2025-07-20 05:00:00
2460,24191,8651,Xbox Series X Console,Atlanta Distribution Hub,181,2025-05-30 18:00:00
2461,22140,5892,Data Center Cooling Unit,San Francisco Data Center,163,2025-10-20 17:00:00
2462,24977,3640,Microsoft Audio Dock,LA Warehouse,403,2025-05-10 19:00:00
2463,28829,3401,Azure Firewall Appliance,Seattle Warehouse,129,2025-06-05 06:00:00
2464,25138,8118,Surface Headphones 2,Chicago Warehouse,109,2025-10-12 01:00:00
2465,27118,6063,Azure Rack Server,NYC Warehouse,494,2025-09-16 00:00:00
2466,22164,2133,Surface Pen,Dallas Data Center,316,2025-10-20 06:00:00
2467,26601,8906,Surface Pro 9,Atlanta Distribution Hub,317,2025-07-28 07:00:00
2468,24392,9891,Azure Network Switch,NYC Warehouse,294,2025-06-29 20:00:00
2469,28648,2458,Surface Pro 9,Chicago Warehouse,360,2025-07-03 17:00:00
2470,25910,3807,Azure Rack Server,Chicago Warehouse,227,2025-07-29 04:00:00
2471,24015,2409,Surface Duo 2,Chicago Warehouse,353,2025-08-19 13:00:00
2472,21819,5963,Microsoft HoloLens 2,Seattle Warehouse,185,2025-07-04 17:00:00
2473,21924,9085,Microsoft HoloLens 2,LA Warehouse,349,2025-07-04 09:00:00
2474,26809,8653,Surface Laptop 5,LA Warehouse,282,2025-10-10 15:00:00
2475,27954,2035,Surface Duo 2,Chicago Warehouse,244,2025-08-28 09:00:00
2476,20279,1280,Azure Storage Array,San Francisco Data Center,156,2025-07-04 23:00:00
2477,25644,3020,Surface Pro 9,Dallas Data Center,117,2025-07-02 14:00:00
2478,21217,1202,Microsoft HoloLens 2,NYC Warehouse,288,2025-10-07 19:00:00
2479,23379,8676,Azure Storage Array,Houston Warehouse,130,2025-11-20 04:00:00
2480,26578,6357,Surface Docking Station,Dallas Data Center,399,2025-08-27 09:00:00
2481,22383,1012,Azure Rack Server,Dallas Data Center,496,2025-05-23 11:00:00
2482,22125,1334,Azure GPU Node,Chicago Warehouse,484,2025-05-12 12:00:00
2483,29401,6277,Xbox Elite Controller,Chicago Warehouse,110,2025-10-15 00:00:00
2484,26022,7284,Surface Docking Station,Seattle Warehouse,145,2025-05-21 03:00:00
2485,23251,8188,Azure GPU Node,Seattle Warehouse,454,2025-06-03 06:00:00
2486,28294,3474,Xbox Wireless Controller,Chicago Warehouse,73,2025-07-22 15:00:00
2487,26115,8449,Data Center Cooling Unit,Atlanta Distribution Hub,41,2025-07-20 16:00:00
2488,23040,7330,Surface Pen,Houston Warehouse,306,2025-05-24 21:00:00
2489,27321,4118,Xbox Series S Console,LA Warehouse,71,2025-07-17 07:00:00
2490,26692,4571,Surface Pen,Atlanta Distribution Hub,475,2025-05-15 08:00:00
2491,25067,7201,Xbox Wireless Controller,San Francisco Data Center,436,2025-05-28 01:00:00
2492,21086,5486,Microsoft Audio Dock,Seattle Warehouse,232,2025-11-25 15:00:00
2493,20937,6872,Surface Pro 9,Seattle Warehouse,362,2025-06-11 23:00:00
2494,22080,1766,Surface Docking Station,Dallas Data Center,485,2025-05-19 12:00:00
2495,28090,7593,Microsoft HoloLens 2,NYC Warehouse,336,2025-09-12 06:00:00
2496,20499,4300,Surface Pro 9,Dallas Data Center,105,2025-08-12 00:00:00
2497,27700,5712,Surface Duo 2,San Francisco Data Center,173,2025-10-21 20:00:00
2498,29961,6858,Microsoft Audio Dock,Dallas Data Center,35,2025-07-18 17:00:00
2499,22153,4118,Azure Firewall Appliance,Dallas Data Center,319,2025-09-18 12:00:00
2500,20355,2397,Xbox Series S Console,NYC Warehouse,73,2025-05-29 07:00:00
2501,23097,2602,Surface Laptop 5,LA Warehouse,261,2025-07-09 21:00:00
2502,28316,9158,Azure Storage Array,NYC Warehouse,295,2025-05-22 02:00:00
2503,23908,9378,Azure GPU Node,Atlanta Distribution Hub,95,2025-07-23 11:00:00
2504,22343,7258,Microsoft HoloLens 2,San Francisco Data Center,249,2025-09-20 22:00:00
2505,20800,5047,Xbox Series X Console,Chicago Warehouse,479,2025-10-29 19:00:00
2506,28052,4332,Xbox Series S Console,San Francisco Data Center,106,2025-06-15 19:00:00
2507,23393,3442,Azure Firewall Appliance,Dallas Data Center,438,2025-07-03 13:00:00
2508,29172,4977,Microsoft Audio Dock,LA Warehouse,161,2025-10-20 14:00:00
2509,25357,6180,Data Center Cooling Unit,Chicago Warehouse,256,2025-10-13 07:00:00
2510,24633,6574,Surface Duo 2,Houston Warehouse,46,2025-05-25 18:00:00
2511,20212,1228,Surface Docking Station,Dallas Data Center,330,2025-05-04 17:00:00
2512,29319,2002,Data Center Cooling Unit,Atlanta Distribution Hub,83,2025-08-27 23:00:00
2513,29418,2164,Xbox Elite Controller,San Francisco Data Center,356,2025-09-11 20:00:00
2514,28218,8426,Azure GPU Node,Chicago Warehouse,396,2025-10-02 11:00:00
2515,22824,5780,Surface Pen,Houston Warehouse,277,2025-07-30 13:00:00
2516,21702,1961,Xbox Series S Console,San Francisco Data Center,242,2025-06-13 00:00:00
2517,29802,1924,Surface Pen,Atlanta Distribution Hub,116,2025-05-23 03:00:00
2518,22341,3155,Azure Rack Server,Chicago Warehouse,459,2025-07-21 07:00:00
2519,24942,8719,Xbox Series X Console,LA Warehouse,138,2025-06-16 10:00:00
2520,23563,7710,Surface Pro 9,Seattle Warehouse,191,2025-09-24 03:00:00
2521,25805,9684,Data Center Cooling Unit,Chicago Warehouse,304,2025-07-15 12:00:00
2522,23215,6985,Surface Docking Station,Seattle Warehouse,192,2025-05-22 17:00:00
2523,22469,4343,Microsoft Modern Webcam,Chicago Warehouse,448,2025-06-18 20:00:00
2524,29829,4342,Surface Headphones 2,San Francisco Data Center,433,2025-11-20 22:00:00
2525,21531,9676,Xbox Series X Console,LA Warehouse,52,2025-11-08 06:00:00
2526,20831,8232,Azure Firewall Appliance,Seattle Warehouse,119,2025-09-04 21:00:00
2527,25932,4573,Surface Pen,Chicago Warehouse,471,2025-06-10 04:00:00
2528,24534,4347,Xbox Elite Controller,San Francisco Data Center,415,2025-10-28 14:00:00
2529,27172,2981,Azure GPU Node,Houston Warehouse,119,2025-10-05 23:00:00
2530,22223,8151,Microsoft Modern Webcam,San Francisco Data Center,422,2025-09-02 09:00:00
2531,23682,4572,Surface Laptop 5,Seattle Warehouse,134,2025-05-30 12:00:00
2532,28824,4587,Xbox Series S Console,Houston Warehouse,496,2025-06-03 16:00:00
2533,20929,5923,Data Center Cooling Unit,Atlanta Distribution Hub,281,2025-06-28 23:00:00
2534,26819,2755,Microsoft Audio Dock,Dallas Data Center,109,2025-07-26 20:00:00
2535,25200,7054,Surface Laptop 5,Chicago Warehouse,472,2025-06-02 17:00:00
2536,27578,5105,Microsoft Modern Webcam,LA Warehouse,295,2025-06-17 05:00:00
2537,25112,2030,Surface Headphones 2,Atlanta Distribution Hub,239,2025-10-07 00:00:00
2538,29599,1441,Azure Rack Server,Seattle Warehouse,361,2025-10-22 00:00:00
2539,28664,1482,Surface Pro 9,NYC Warehouse,243,2025-06-02 18:00:00
2540,24030,1520,Xbox Series X Console,Chicago Warehouse,91,2025-09-05 11:00:00
2541,21978,8853,Microsoft HoloLens 2,Houston Warehouse,370,2025-08-22 05:00:00
2542,20087,6310,Surface Go 3,Chicago Warehouse,105,2025-11-04 05:00:00
2543,26176,5295,Azure Rack Server,Seattle Warehouse,146,2025-06-26 04:00:00
2544,24789,3342,Microsoft Modern Webcam,LA Warehouse,44,2025-08-14 02:00:00
2545,26159,2358,Microsoft HoloLens 2,LA Warehouse,259,2025-11-03 21:00:00
2546,29954,3651,Xbox Wireless Controller,NYC Warehouse,74,2025-10-09 09:00:00
2547,22429,4370,Data Center Cooling Unit,Chicago Warehouse,392,2025-08-21 13:00:00
2548,22941,9108,Azure Network Switch,Chicago Warehouse,6,2025-06-30 06:00:00
2549,29466,3798,Xbox Series S Console,Chicago Warehouse,285,2025-11-15 11:00:00
2550,23977,2288,Xbox Elite Controller,San Francisco Data Center,344,2025-08-22 00:00:00
2551,21554,7699,Microsoft Modern Webcam,Seattle Warehouse,51,2025-08-28 18:00:00
2552,21586,7434,Azure GPU Node,NYC Warehouse,167,2025-07-17 20:00:00
2553,21259,9715,Surface Pen,Atlanta Distribution Hub,327,2025-11-14 20:00:00
2554,23370,3700,Surface Duo 2,San Francisco Data Center,25,2025-09-13 09:00:00
2555,25075,1036,Surface Headphones 2,Chicago Warehouse,40,2025-09-07 04:00:00
2556,20693,9868,Azure Network Switch,San Francisco Data Center,203,2025-06-18 07:00:00
2557,27701,8314,Azure GPU Node,LA Warehouse,496,2025-08-05 01:00:00
2558,22899,1696,Surface Pen,Dallas Data Center,67,2025-08-03 18:00:00
2559,24956,9444,Surface Pro 9,Chicago Warehouse,34,2025-08-20 03:00:00
2560,28399,1273,Surface Pro 9,Atlanta Distribution Hub,389,2025-08-03 12:00:00
2561,24258,7696,Surface Pen,Seattle Warehouse,391,2025-07-17 22:00:00
2562,21104,4052,Surface Go 3,Chicago Warehouse,455,2025-11-21 00:00:00
2563,29111,3639,Xbox Series X Console,Dallas Data Center,116,2025-07-22 12:00:00
2564,23723,4350,Surface Docking Station,Seattle Warehouse,195,2025-08-23 15:00:00
2565,22485,3706,Xbox Series X Console,NYC Warehouse,331,2025-05-21 06:00:00
2566,24205,1908,Azure Network Switch,Chicago Warehouse,68,2025-10-27 10:00:00
2567,25199,8251,Azure Rack Server,Chicago Warehouse,63,2025-09-29 10:00:00
2568,22658,8946,Surface Go 3,Houston Warehouse,355,2025-09-17 19:00:00
2569,28903,3669,Azure Firewall Appliance,Dallas Data Center,79,2025-07-16 00:00:00
2570,22318,6769,Microsoft HoloLens 2,Seattle Warehouse,116,2025-09-24 03:00:00
2571,22977,3546,Azure Network Switch,Atlanta Distribution Hub,293,2025-05-31 13:00:00
2572,28804,4273,Azure GPU Node,LA Warehouse,421,2025-09-01 08:00:00
2573,29589,9084,Xbox Elite Controller,Dallas Data Center,496,2025-09-15 20:00:00
2574,26509,2097,Xbox Wireless Controller,San Francisco Data Center,474,2025-06-16 03:00:00
2575,20399,8146,Surface Duo 2,Houston Warehouse,482,2025-05-09 09:00:00
2576,20923,9008,Surface Docking Station,Atlanta Distribution Hub,16,2025-09-08 23:00:00
2577,28890,5588,Azure Storage Array,Houston Warehouse,264,2025-08-19 05:00:00
2578,20491,6058,Azure Firewall Appliance,Chicago Warehouse,401,2025-10-11 20:00:00
2579,21723,3531,Microsoft HoloLens 2,San Francisco Data Center,340,2025-10-31 09:00:00
2580,26023,3198,Azure Storage Array,Chicago Warehouse,80,2025-08-05 11:00:00
2581,24373,5258,Surface Headphones 2,Atlanta Distribution Hub,383,2025-05-29 10:00:00
2582,27141,3205,Microsoft Modern Webcam,Dallas Data Center,320,2025-05-05 03:00:00
2583,23435,2217,Xbox Series S Console,Dallas Data Center,437,2025-08-13 15:00:00
2584,21995,8267,Azure GPU Node,Houston Warehouse,317,2025-09-18 01:00:00
2585,22008,9103,Xbox Elite Controller,Dallas Data Center,355,2025-09-14 13:00:00
2586,22498,5625,Surface Headphones 2,Dallas Data Center,24,2025-11-25 07:00:00
2587,23539,9662,Xbox Elite Controller,San Francisco Data Center,184,2025-11-10 20:00:00
2588,23661,1634,Azure Storage Array,Houston Warehouse,363,2025-05-15 04:00:00
2589,26120,7113,Azure Rack Server,LA Warehouse,318,2025-05-06 09:00:00
2590,25960,1507,Xbox Series S Console,Dallas Data Center,432,2025-07-20 07:00:00
2591,28881,7448,Surface Pro 9,Chicago Warehouse,26,2025-07-15 05:00:00
2592,21498,9203,Surface Pro 9,Atlanta Distribution Hub,152,2025-05-25 22:00:00
2593,24867,4781,Microsoft Modern Webcam,NYC Warehouse,333,2025-10-24 19:00:00
2594,27316,9818,Xbox Wireless Controller,Seattle Warehouse,332,2025-05-08 08:00:00
2595,27303,3270,Data Center Cooling Unit,Chicago Warehouse,365,2025-10-26 01:00:00
2596,21763,5904,Azure GPU Node,Houston Warehouse,160,2025-05-03 09:00:00
2597,22347,2015,Surface Headphones 2,Houston Warehouse,366,2025-05-24 14:00:00
2598,26794,7544,Microsoft Modern Webcam,Atlanta Distribution Hub,428,2025-10-30 10:00:00
2599,27751,8962,Surface Pro 9,Houston Warehouse,108,2025-07-08 16:00:00
2600,29259,1301,Surface Pro 9,San Francisco Data Center,95,2025-06-24 20:00:00
2601,26049,4644,Azure Rack Server,Dallas Data Center,445,2025-06-29 06:00:00
2602,26655,6077,Azure Network Switch,LA Warehouse,238,2025-10-20 19:00:00
2603,22977,3450,Surface Go 3,Houston Warehouse,438,2025-06-17 10:00:00
2604,24432,3068,Azure Storage Array,NYC Warehouse,207,2025-09-11 05:00:00
2605,24075,5368,Microsoft HoloLens 2,LA Warehouse,362,2025-10-25 17:00:00
2606,26977,1328,Xbox Elite Controller,LA Warehouse,152,2025-07-01 14:00:00
2607,21294,2409,Surface Laptop 5,Dallas Data Center,355,2025-11-12 13:00:00
2608,23847,8775,Surface Docking Station,Dallas Data Center,470,2025-11-18 18:00:00
2609,29937,3832,Surface Headphones 2,San Francisco Data Center,435,2025-07-21 20:00:00
2610,29739,8973,Surface Docking Station,Atlanta Distribution Hub,390,2025-08-16 15:00:00
2611,25095,4518,Azure Firewall Appliance,Atlanta Distribution Hub,286,2025-05-26 09:00:00
2612,28573,7715,Xbox Wireless Controller,LA Warehouse,326,2025-06-26 19:00:00
2613,23922,3638,Xbox Elite Controller,Atlanta Distribution Hub,56,2025-06-10 02:00:00
2614,24623,4230,Azure Firewall Appliance,LA Warehouse,46,2025-05-24 00:00:00
2615,23898,5385,Xbox Wireless Controller,Atlanta Distribution Hub,366,2025-11-15 11:00:00
2616,26811,9855,Microsoft HoloLens 2,Atlanta Distribution Hub,361,2025-06-19 18:00:00
2617,22882,1447,Xbox Wireless Controller,NYC Warehouse,490,2025-09-21 18:00:00
2618,20986,7157,Surface Docking Station,Chicago Warehouse,190,2025-09-14 21:00:00
2619,25191,5129,Surface Headphones 2,NYC Warehouse,4,2025-08-21 07:00:00
2620,20695,8518,Xbox Series X Console,Seattle Warehouse,214,2025-07-06 04:00:00
2621,23302,2296,Microsoft HoloLens 2,Atlanta Distribution Hub,227,2025-07-21 09:00:00
2622,24713,4974,Data Center Cooling Unit,Seattle Warehouse,376,2025-05-20 18:00:00
2623,27276,2043,Xbox Elite Controller,Seattle Warehouse,434,2025-06-11 05:00:00
2624,28157,6229,Azure Storage Array,Atlanta Distribution Hub,100,2025-09-03 13:00:00
2625,26769,6079,Xbox Series X Console,Houston Warehouse,463,2025-07-25 04:00:00
2626,25799,4879,Surface Headphones 2,San Francisco Data Center,445,2025-07-31 00:00:00
2627,21611,5904,Azure Network Switch,Seattle Warehouse,290,2025-07-07 15:00:00
2628,26661,3896,Microsoft HoloLens 2,Houston Warehouse,429,2025-06-24 08:00:00
2629,25633,5710,Surface Go 3,San Francisco Data Center,242,2025-10-05 09:00:00
2630,23334,7891,Surface Headphones 2,Chicago Warehouse,454,2025-06-20 16:00:00
2631,26815,1850,Surface Go 3,Atlanta Distribution Hub,277,2025-08-02 07:00:00
2632,25460,2405,Xbox Series S Console,LA Warehouse,418,2025-05-30 06:00:00
2633,23045,6802,Surface Pro 9,LA Warehouse,129,2025-05-29 14:00:00
2634,24989,6554,Microsoft Modern Webcam,NYC Warehouse,165,2025-08-10 18:00:00
2635,29345,4196,Azure Storage Array,Chicago Warehouse,361,2025-11-22 13:00:00
2636,28409,5063,Xbox Series S Console,Chicago Warehouse,230,2025-05-03 06:00:00
2637,24291,1382,Surface Pen,NYC Warehouse,291,2025-09-22 11:00:00
2638,26634,9408,Xbox Elite Controller,Dallas Data Center,174,2025-05-09 14:00:00
2639,27587,5158,Azure Firewall Appliance,LA Warehouse,162,2025-07-10 16:00:00
2640,22605,1925,Azure Rack Server,NYC Warehouse,206,2025-07-06 00:00:00
2641,27034,9176,Xbox Series X Console,Chicago Warehouse,45,2025-11-02 09:00:00
2642,23386,4131,Surface Pro 9,Houston Warehouse,295,2025-09-22 15:00:00
2643,28649,2028,Xbox Wireless Controller,Houston Warehouse,459,2025-05-19 00:00:00
2644,23663,8929,Surface Pro 9,Seattle Warehouse,191,2025-06-07 23:00:00
2645,28944,7998,Surface Docking Station,Atlanta Distribution Hub,157,2025-06-10 17:00:00
2646,23007,1951,Data Center Cooling Unit,LA Warehouse,385,2025-10-09 11:00:00
2647,21561,9193,Azure Storage Array,Houston Warehouse,211,2025-05-21 22:00:00
2648,25503,6889,Surface Headphones 2,Chicago Warehouse,278,2025-06-20 03:00:00
2649,29957,6696,Data Center Cooling Unit,Houston Warehouse,176,2025-07-01 09:00:00
2650,26142,3155,Microsoft Modern Webcam,Houston Warehouse,489,2025-09-16 14:00:00
2651,23907,2721,Azure Network Switch,Seattle Warehouse,324,2025-05-21 05:00:00
2652,23975,3302,Azure Firewall Appliance,Chicago Warehouse,401,2025-09-28 17:00:00
2653,23897,9486,Azure Storage Array,Dallas Data Center,483,2025-09-11 08:00:00
2654,21467,7077,Surface Go 3,Houston Warehouse,92,2025-06-16 21:00:00
2655,26178,7907,Data Center Cooling Unit,LA Warehouse,327,2025-08-29 01:00:00
2656,29463,7156,Xbox Series X Console,NYC Warehouse,123,2025-09-10 00:00:00
2657,25912,9736,Xbox Wireless Controller,Atlanta Distribution Hub,162,2025-05-18 08:00:00
2658,26011,5135,Azure Firewall Appliance,NYC Warehouse,197,2025-09-09 21:00:00
2659,21312,6476,Azure Firewall Appliance,Chicago Warehouse,333,2025-07-10 11:00:00
2660,21922,3396,Azure GPU Node,San Francisco Data Center,339,2025-09-05 08:00:00
2661,29685,3330,Xbox Elite Controller,Dallas Data Center,203,2025-08-15 05:00:00
2662,28092,6378,Microsoft Modern Webcam,Houston Warehouse,301,2025-09-06 16:00:00
2663,22699,6844,Azure GPU Node,Dallas Data Center,287,2025-05-08 17:00:00
2664,25858,2961,Data Center Cooling Unit,Dallas Data Center,325,2025-06-25 20:00:00
2665,25295,5183,Azure Storage Array,Chicago Warehouse,163,2025-05-01 22:00:00
2666,29509,7318,Surface Laptop 5,Houston Warehouse,133,2025-09-29 10:00:00
2667,26207,4425,Data Center Cooling Unit,Seattle Warehouse,29,2025-05-19 17:00:00
2668,27280,9598,Xbox Elite Controller,Houston Warehouse,142,2025-11-13 18:00:00
2669,25601,5867,Azure GPU Node,LA Warehouse,498,2025-09-21 06:00:00
2670,22230,1753,Azure GPU Node,NYC Warehouse,467,2025-05-18 11:00:00
2671,24907,8799,Azure GPU Node,Atlanta Distribution Hub,185,2025-05-16 18:00:00
2672,28598,5247,Surface Go 3,NYC Warehouse,464,2025-08-19 12:00:00
2673,25190,2423,Microsoft Modern Webcam,Dallas Data Center,355,2025-06-20 07:00:00
2674,26488,7176,Surface Headphones 2,Atlanta Distribution Hub,250,2025-08-18 17:00:00
2675,21906,7493,Surface Pro 9,LA Warehouse,326,2025-06-06 00:00:00
2676,25045,4883,Xbox Series X Console,San Francisco Data Center,112,2025-11-16 00:00:00
2677,25466,1655,Surface Headphones 2,Dallas Data Center,75,2025-05-03 04:00:00
2678,26664,5076,Microsoft Audio Dock,Chicago Warehouse,17,2025-06-28 09:00:00
2679,27723,1699,Surface Duo 2,NYC Warehouse,421,2025-05-31 20:00:00
2680,21202,7956,Surface Duo 2,Atlanta Distribution Hub,404,2025-11-05 17:00:00
2681,25871,6029,Surface Go 3,Atlanta Distribution Hub,3,2025-08-29 01:00:00
2682,24544,5067,Surface Pro 9,Dallas Data Center,477,2025-07-07 01:00:00
2683,24828,5477,Azure Network Switch,LA Warehouse,424,2025-11-10 07:00:00
2684,22407,9050,Surface Laptop 5,LA Warehouse,31,2025-10-13 18:00:00
2685,20946,7776,Azure Rack Server,NYC Warehouse,499,2025-10-17 07:00:00
2686,24395,4247,Xbox Series X Console,San Francisco Data Center,317,2025-06-11 16:00:00
2687,22862,9175,Surface Headphones 2,NYC Warehouse,379,2025-08-09 06:00:00
